,,,,,,,train_acc,train_pre,train_rec,train_f1,train_f2,train_auc,test_acc,test_pre,test_rec,test_f1,test_f2,test_auc,c_correct_percent
24-ang,348-008,en,fc,adasyns,300,acc,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.766,
24-ang,348-008,en,f,rando,300,f2,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.748,
24-ang,348-008,en,f,rando,15,f2,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.787,
24-ang,348-008,en,f,adasyns,30,f2,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.739,
24-ang,348-008,en,f,adasyns,200,rec,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.755,
24-ang,348-008,en,f,rando,300,pre,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.748,
24-ang,348-008,en,f,rando,15,pre,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.787,
24-ang,348-008,en,f,rando,300,acc,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.748,
1379-rad,348-008,m,,adasyns,15,acc,1,1,1,1,1,1,0.779,0.412,0.5,0.452,0.479,0.749,
24-rad,348-008,ie,f,adasyns,60,pre,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.752,
24-rad,348-008,ie,f,adasyns,60,acc,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.752,
98765-ang,348-008,p,f,rando,15,rec,0.955,0.917,1,0.957,0.982,0.995,0.779,0.412,0.5,0.452,0.479,0.76,
24-rad,348-008,p,,smote,60,acc,1,1,1,1,1,1,0.818,0.538,0.467,0.5,0.479,0.844,
14122-rad,348-008,p,,smote,30,pre,1,1,1,1,1,1,0.74,0.333,0.538,0.412,0.479,0.715,
14122-rad,348-008,p,,smote,30,acc,1,1,1,1,1,1,0.74,0.333,0.538,0.412,0.479,0.715,
24-rad,348-004,m,,,30,pre,0.701,0.867,0.416,0.562,0.464,0.866,0.649,0.696,0.444,0.542,0.479,0.712,0.5
24-rad,348-004,m,,,15,pre,0.701,0.867,0.416,0.562,0.464,0.865,0.649,0.696,0.444,0.542,0.479,0.706,0.5
98765-ang,348-004,en,fc,,15,rec,0.565,0.526,0.492,0.508,0.498,0.559,0.468,0.45,0.486,0.468,0.479,0.468,0.5
38324-ang,348-008,en,,adasyns,15,pre,0.721,0.653,0.948,0.773,0.87,0.838,0.481,0.196,0.75,0.31,0.479,0.592,
98765-ang,348-008,r,,smote,15,f2,0.753,0.688,0.927,0.79,0.867,0.793,0.558,0.237,0.643,0.346,0.479,0.683,
98765-ang,348-008,r,,smote,15,rec,0.753,0.688,0.927,0.79,0.867,0.793,0.558,0.237,0.643,0.346,0.479,0.683,
98765-ang,348-008,r,,smote,15,acc,0.753,0.688,0.927,0.79,0.867,0.793,0.558,0.237,0.643,0.346,0.479,0.683,
1379-rad,348-004,ea,,,100,pre,1,1,1,1,1,1,0.571,0.567,0.459,0.507,0.478,0.611,0
98765-rad,348-004,ie,,,30,f2,0.967,0.96,0.968,0.964,0.966,0.994,0.571,0.567,0.459,0.507,0.478,0.604,0.5
98765-rad,348-004,ie,,,30,rec,0.967,0.96,0.968,0.964,0.966,0.994,0.571,0.567,0.459,0.507,0.478,0.604,0.5
14122-ang,348-008,r,c,rando,300,rec,0.989,0.979,1,0.989,0.996,1,0.844,0.545,0.462,0.5,0.476,0.633,
14122-ang,348-008,r,,adasyns,60,rec,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.803,
14122-ang,348-008,r,,smote,60,acc,0.998,0.996,1,0.998,0.999,1,0.844,0.545,0.462,0.5,0.476,0.861,
14122-rad,348-008,p,c,smote,15,rec,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.785,
14122-ang,348-008,z,f,adasyns,100,rec,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.868,
14122-rad,348-008,p,f,adasyns,60,pre,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.838,
14122-ang,348-008,m,,smote,30,f2,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.817,
14122-ang,348-008,m,,smote,30,rec,1,1,1,1,1,1,0.844,0.545,0.462,0.5,0.476,0.817,
14122-rad,348-008,p,,rando,200,rec,0.998,0.996,1,0.998,0.999,1,0.844,0.545,0.462,0.5,0.476,0.733,
38324-rad,348-008,r,,rando,30,rec,0.961,0.928,1,0.963,0.985,0.992,0.805,0.4,0.5,0.444,0.476,0.723,
38324-rad,348-008,r,,rando,100,rec,0.965,0.935,1,0.967,0.986,0.997,0.805,0.4,0.5,0.444,0.476,0.814,
98765-rad,348-008,en,fc,smote,300,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.805,
98765-rad,348-008,en,fc,adasyns,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.879,
38324-ang,348-008,m,c,smote,60,rec,0.998,1,0.996,0.998,0.997,1,0.805,0.4,0.5,0.444,0.476,0.873,
38324-rad,348-008,ie,f,rando,100,rec,0.985,0.971,1,0.985,0.994,1,0.805,0.4,0.5,0.444,0.476,0.821,
65536-ang,348-008,z,fc,rando,100,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.88,
65536-ang,348-008,z,fc,rando,200,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.879,
65536-ang,348-008,z,fc,rando,100,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.899,
65536-ang,348-008,z,fc,rando,100,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.888,
1379-ang,348-008,m,fc,rando,30,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.897,
1379-ang,348-008,m,fc,rando,15,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.879,
1379-rad,348-008,m,fc,adasyns,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.868,
1379-rad,348-008,m,fc,smote,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.851,
1379-rad,348-008,m,fc,smote,15,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.82,
1379-rad,348-008,m,fc,smote,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.862,
1379-rad,348-008,m,fc,smote,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.862,
65536-rad,348-008,m,f,rando,15,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.841,
65536-rad,348-008,m,f,smote,15,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.803,
65536-rad,348-008,m,f,adasyns,30,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.855,
98765-rad,348-008,ea,fc,smote,15,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.897,
98765-rad,348-008,ea,fc,smote,15,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.897,
98765-rad,348-008,ea,fc,adasyns,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.79,
98765-rad,348-008,ea,fc,adasyns,15,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.871,
1379-ang,348-008,ie,f,rando,60,rec,0.998,0.996,1,0.998,0.999,1,0.883,0.857,0.429,0.571,0.476,0.82,
1379-ang,348-008,ie,f,smote,300,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.862,
1379-ang,348-008,ie,f,smote,200,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.872,
1379-ang,348-008,ie,f,adasyns,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.836,
1379-ang,348-008,ie,f,adasyns,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.856,
1379-ang,348-008,z,fc,smote,60,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.798,
1379-ang,348-008,z,fc,smote,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.814,
65536-ang,348-008,p,f,smote,30,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.864,
65536-ang,348-008,m,,rando,30,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.812,
65536-ang,348-008,m,,adasyns,200,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.821,
65536-ang,348-008,m,,smote,60,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.851,
65536-ang,348-008,m,,rando,15,rec,0.998,0.996,1,0.998,0.999,1,0.87,0.4,0.5,0.444,0.476,0.763,
65536-ang,348-008,m,,adasyns,200,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.821,
65536-ang,348-008,m,,adasyns,100,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.893,
65536-ang,348-008,m,,rando,60,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.848,
65536-ang,348-008,m,,rando,30,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.812,
14122-rad,348-008,z,,adasyns,15,f2,0.646,0.586,0.991,0.736,0.871,0.707,0.403,0.189,0.769,0.303,0.476,0.541,
14122-rad,348-008,z,,adasyns,15,acc,0.646,0.586,0.991,0.736,0.871,0.707,0.403,0.189,0.769,0.303,0.476,0.541,
1379-rad,348-008,ea,c,adasyns,15,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.815,
1379-ang,348-008,p,fc,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.896,
1379-ang,348-008,p,fc,rando,100,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.807,
1379-ang,348-008,p,fc,smote,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.904,
1379-ang,348-008,p,fc,smote,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.896,
1379-ang,348-008,p,fc,smote,15,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.943,
1379-ang,348-008,p,fc,rando,100,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.807,
1379-ang,348-008,p,fc,adasyns,200,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.868,
1379-ang,348-008,p,fc,smote,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.909,
1379-ang,348-008,p,fc,smote,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.896,
1379-ang,348-008,p,fc,smote,15,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.934,
1379-ang,348-008,p,fc,rando,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.807,
1379-rad,348-008,en,fc,adasyns,100,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.899,
98765-rad,348-008,ie,fc,smote,100,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.879,
98765-rad,348-008,ie,fc,adasyns,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.892,
98765-rad,348-008,ie,fc,smote,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.858,
98765-rad,348-008,ie,fc,adasyns,200,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.789,
98765-rad,348-008,ie,fc,smote,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.879,
98765-rad,348-008,ie,fc,adasyns,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.789,
65536-rad,348-008,r,f,smote,100,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.821,
65536-rad,348-008,r,f,rando,200,rec,0.996,0.991,1,0.996,0.998,1,0.87,0.4,0.5,0.444,0.476,0.788,
65536-rad,348-008,r,f,adasyns,200,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.835,
1379-ang,348-008,r,c,adasyns,30,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.83,
1379-ang,348-008,r,c,adasyns,30,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.83,
1379-rad,348-008,ie,f,adasyns,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.807,
98765-rad,348-008,p,fc,rando,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.863,
98765-rad,348-008,p,fc,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.908,
98765-rad,348-008,p,fc,rando,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.874,
98765-rad,348-008,p,fc,smote,300,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.895,
98765-rad,348-008,p,fc,adasyns,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.875,
98765-rad,348-008,p,fc,rando,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.863,
98765-rad,348-008,p,fc,rando,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.874,
98765-rad,348-008,en,f,smote,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.76,
98765-rad,348-008,en,f,smote,60,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.76,
65536-ang,348-008,m,fc,adasyns,300,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.882,
65536-ang,348-008,m,fc,smote,60,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.873,
65536-rad,348-008,m,c,adasyns,300,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.826,
65536-rad,348-008,m,c,smote,30,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.781,
65536-rad,348-008,m,c,smote,200,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.857,
65536-rad,348-008,m,c,smote,15,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.746,
65536-rad,348-008,m,c,smote,200,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.857,
65536-rad,348-008,m,c,smote,15,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.707,
65536-rad,348-008,m,c,adasyns,60,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.83,
98765-ang,348-008,m,c,rando,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.842,
65536-rad,348-008,en,c,rando,15,rec,0.998,0.996,1,0.998,0.999,1,0.87,0.4,0.5,0.444,0.476,0.866,
98765-ang,348-008,z,fc,rando,30,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.88,
98765-ang,348-008,z,fc,adasyns,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.846,
98765-ang,348-008,z,fc,rando,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.751,
98765-ang,348-008,z,fc,rando,30,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.859,
98765-ang,348-008,z,fc,smote,300,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.88,
98765-ang,348-008,z,fc,rando,30,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.88,
98765-ang,348-008,z,fc,rando,30,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.875,
98765-ang,348-008,z,fc,adasyns,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.899,
65536-ang,348-008,z,,rando,30,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.716,
65536-ang,348-008,z,,adasyns,300,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.792,
65536-ang,348-008,z,,smote,100,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.819,
65536-ang,348-008,z,,rando,30,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.716,
65536-ang,348-008,z,,rando,30,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.716,
98765-ang,348-008,en,f,rando,100,rec,0.998,0.996,1,0.998,0.999,1,0.883,0.857,0.429,0.571,0.476,0.807,
65536-rad,348-008,p,f,smote,100,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.899,
65536-rad,348-008,p,f,adasyns,60,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.862,
65536-rad,348-008,p,f,rando,200,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.893,
65536-ang,348-008,ea,f,adasyns,30,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.906,
65536-ang,348-008,ea,f,smote,300,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.891,
65536-ang,348-008,ea,f,rando,30,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.926,
65536-ang,348-008,ea,f,adasyns,30,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.906,
65536-ang,348-008,ea,f,adasyns,30,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.893,
65536-ang,348-008,ie,f,adasyns,30,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.817,
65536-ang,348-008,ie,f,smote,15,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.732,
65536-ang,348-008,ie,f,adasyns,30,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.817,
1379-rad,348-008,ie,fc,adasyns,100,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.859,
1379-rad,348-008,ie,fc,smote,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.816,
1379-rad,348-008,m,f,smote,60,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.83,
1379-rad,348-008,m,f,adasyns,15,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.82,
1379-rad,348-008,m,f,adasyns,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.827,
1379-rad,348-008,m,f,smote,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.838,
1379-rad,348-008,m,f,adasyns,200,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.857,
1379-rad,348-008,m,f,adasyns,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.859,
1379-rad,348-008,m,f,adasyns,15,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.82,
1379-rad,348-008,m,f,adasyns,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.861,
1379-rad,348-008,m,f,adasyns,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.856,
98765-ang,348-008,ea,f,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.84,
98765-ang,348-008,ea,f,rando,30,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.82,
98765-ang,348-008,ea,f,smote,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.84,
98765-ang,348-008,ea,f,adasyns,60,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.87,
65536-rad,348-008,m,,smote,30,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.788,
65536-rad,348-008,m,,adasyns,100,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.795,
65536-rad,348-008,m,,smote,30,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.786,
65536-rad,348-008,m,,smote,30,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.788,
65536-rad,348-008,r,fc,adasyns,200,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.902,
65536-rad,348-008,r,fc,adasyns,60,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.808,
65536-rad,348-008,ea,,smote,200,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.775,
65536-rad,348-008,ea,,smote,200,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.745,
98765-ang,348-008,p,c,smote,60,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.839,
98765-ang,348-008,p,c,adasyns,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.765,
98765-ang,348-008,p,c,smote,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.849,
98765-ang,348-008,p,c,adasyns,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.765,
98765-rad,348-008,m,f,rando,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.872,
98765-rad,348-008,p,c,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.855,
98765-rad,348-008,p,c,smote,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.874,
1379-ang,348-008,ie,c,adasyns,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.848,
1379-ang,348-008,ie,c,adasyns,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.848,
1379-ang,348-008,ie,c,adasyns,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.848,
98765-rad,348-008,r,f,adasyns,100,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.838,
98765-rad,348-008,r,f,adasyns,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.857,
98765-rad,348-008,r,f,adasyns,60,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.831,
65536-ang,348-008,r,fc,rando,200,rec,0.998,0.996,1,0.998,0.999,1,0.87,0.4,0.5,0.444,0.476,0.842,
98765-ang,348-008,r,fc,smote,300,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.851,
98765-ang,348-008,ie,fc,smote,60,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.873,
65536-rad,348-008,p,c,adasyns,15,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.888,
98765-ang,348-008,ie,f,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.871,
98765-ang,348-008,ie,f,adasyns,60,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.853,
98765-ang,348-008,ie,f,adasyns,60,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.851,
98765-ang,348-008,ie,f,adasyns,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.822,
98765-ang,348-008,ie,f,adasyns,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.836,
65536-rad,348-008,p,fc,rando,200,f2,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.929,
65536-rad,348-008,p,fc,rando,30,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.92,
65536-rad,348-008,p,fc,rando,200,pre,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.929,
65536-rad,348-008,p,fc,rando,200,acc,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.929,
1379-rad,348-008,ea,fc,adasyns,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.857,
1379-rad,348-008,ea,fc,smote,100,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.854,
1379-ang,348-008,m,f,rando,300,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.865,
1379-ang,348-008,m,f,smote,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.811,
1379-ang,348-008,m,f,smote,100,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.924,
1379-ang,348-008,m,f,smote,100,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.924,
1379-ang,348-008,m,f,rando,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.865,
1379-ang,348-008,m,f,rando,15,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.862,
1379-ang,348-008,m,f,rando,300,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.865,
1379-ang,348-008,m,f,rando,15,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.861,
1379-ang,348-008,m,f,smote,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.924,
98765-ang,348-008,p,fc,smote,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.867,
98765-ang,348-008,ea,fc,adasyns,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.901,
98765-ang,348-008,ea,fc,smote,60,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.893,
98765-ang,348-008,ea,fc,smote,100,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.887,
65536-ang,348-008,p,,adasyns,100,rec,1,1,1,1,1,1,0.87,0.4,0.5,0.444,0.476,0.83,
1379-ang,348-008,ie,fc,adasyns,200,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.892,
1379-ang,348-008,ie,fc,adasyns,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.892,
1379-ang,348-008,ie,fc,adasyns,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.901,
1379-ang,348-008,ie,fc,adasyns,60,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.901,
98765-rad,348-008,z,f,smote,100,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.783,
98765-rad,348-008,z,f,smote,100,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.79,
98765-rad,348-008,z,f,smote,100,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.79,
98765-rad,348-008,m,fc,smote,30,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.913,
98765-rad,348-008,m,fc,smote,30,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.901,
98765-rad,348-008,m,fc,smote,30,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.913,
1379-ang,348-008,en,fc,smote,60,f2,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.893,
1379-ang,348-008,en,fc,smote,200,rec,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.885,
1379-ang,348-008,en,fc,adasyns,60,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.921,
1379-ang,348-008,en,fc,smote,200,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.882,
1379-ang,348-008,en,fc,adasyns,30,acc,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.915,
98765-rad,348-008,r,,smote,300,pre,1,1,1,1,1,1,0.883,0.857,0.429,0.571,0.476,0.888,
